cause	effect	linear	quad
AAC3	ADH5	8.83903860535e-4	0
AAC3	CTR1	-1.09539397293e-4	0
AAC3	INA1	4.99843154606e-4	0
AAC3	LAC1	4.71243414895e-6	0
AAC3	SCW11	-9.71786435796e-5	0
AAC3	TIP1	1.61696468884e-5	0
AAD4	OYE3	0.00308288343053	0
AAH1	ADH2	2.71287407408e-4	0
AAH1	ALB1	0	-4.30499727238e-4
AAH1	ANB1	0.00640998986276	0
AAH1	ARG1	-7.15246477779e-5	0
AAH1	ARG4	-8.12071623667e-5	-3.64366511908e-7
AAH1	ARX1	0	-2.39642271659e-4
AAH1	BAS1	0	-9.14150566811e-5
AAH1	BFR2	0	-3.73606442829e-4
AAH1	BRX1	0	-4.80401016036e-4
AAH1	BUD20	0	-5.51605861664e-4
AAH1	BUD22	0	-3.44122068628e-4
AAH1	CIC1	0	-4.80251837071e-4
AAH1	CIT1	2.81364706392e-5	0
AAH1	COS111	0	-2.05029763142e-4
AAH1	CTR1	1.29285996165e-4	0
AAH1	DBF2	1.0197762227e-4	0
AAH1	DBP2	0	-1.75404009823e-4
AAH1	DBP7	0	-3.56459389895e-4
AAH1	DBP8	0	-2.51770688424e-4
AAH1	DBP9	0	-4.44101013838e-4
AAH1	DIP2	0	-1.52902718604e-4
AAH1	DOM34	0	-8.79642349074e-5
AAH1	DRS1	0	-2.50924473967e-4
AAH1	DSD1	9.48618625572e-5	0
AAH1	EBP2	0	-5.31703446857e-4
AAH1	ECM1	0	-1.52506751929e-4
AAH1	EFG1	0	-6.49694061184e-4
AAH1	ELO3	0	-9.07040824315e-5
AAH1	ELP2	0	-1.21722032051e-4
AAH1	FAL1	0	-1.38280938934e-4
AAH1	FLO5	9.02575035541e-5	0
AAH1	FRS1	0	-1.06978909237e-4
AAH1	FUR4	0	-3.14525461287e-5
AAH1	GAR1	0	-1.32532631382e-4
AAH1	GCD10	0	-2.48956663899e-4
AAH1	GCD11	0	-1.30583211796e-4
AAH1	GIR2	0	-3.69310951977e-4
AAH1	GIS2	0	-1.28966764574e-4
AAH1	GOR1	0	-1.98051069953e-5
AAH1	HAS1	0	-6.6128624122e-5
AAH1	HCA4	0	-2.3287540751e-5
AAH1	HIS3	5.03836003503e-4	0
AAH1	HMT1	0	-4.87274932984e-4
AAH1	HXK1	1.02200628665e-4	0
AAH1	HXT4	0.00142089537698	0
AAH1	IMP3	0	-3.64817213538e-4
AAH1	IMP4	0	-3.05246863508e-4
AAH1	INA1	0.00452747261386	0
AAH1	INO1	-8.54823868538e-5	0
AAH1	IPI3	0	-1.94433798032e-4
AAH1	KNH1	-2.56715616124e-5	0
AAH1	KRI1	0	-1.82430935378e-4
AAH1	KRR1	0	-8.17226171313e-5
AAH1	LCP5	0	-5.230383909e-4
AAH1	LHP1	0	-2.77035895336e-4
AAH1	LTV1	0	-1.67808098469e-4
AAH1	LYS2	-1.68109135573e-4	0
AAH1	MAK11	0	-1.03101667659e-4
AAH1	MAK16	0	-3.94036849919e-4
AAH1	MAK21	0	-1.57646514282e-4
AAH1	MES1	0	-1.60897406632e-4
AAH1	MET3	3.06799972807e-4	0
AAH1	MPP6	0	-5.32658600092e-5
AAH1	MRD1	0	-5.23540110131e-4
AAH1	MRS6	0	-2.57143916058e-4
AAH1	MRT4	0	-8.5185281488e-4
AAH1	MUP3	2.18625863044e-4	0
AAH1	NCE103	1.0492945253e-5	0
AAH1	NHP2	0	-5.40227969905e-4
AAH1	NMD3	0	-3.5693083711e-4
AAH1	NOC2	0	-3.26960393435e-4
AAH1	NOG1	0	-1.93844460392e-4
AAH1	NOG2	0	-3.6858884443e-4
AAH1	NOP1	0	-6.98288489311e-5
AAH1	NOP14	0	-2.53880103275e-4
AAH1	NOP2	0	-1.21541267392e-4
AAH1	NOP56	0	-9.92717059849e-5
AAH1	NOP58	0	-2.05734463793e-4
AAH1	NOP6	0	-1.84950367399e-4
AAH1	NOP8	0	-3.28476620011e-4
AAH1	NRK1	5.55616574121e-6	0
AAH1	NRP1	0	-5.50089400289e-4
AAH1	NSA2	0	-4.33004298715e-4
AAH1	NSR1	0	-4.40755854913e-5
AAH1	OYE3	-4.53418638243e-5	0
AAH1	PDC6	8.09741646707e-4	0
AAH1	PEX11	-1.08250237803e-4	0
AAH1	PKC1	2.55283259481e-4	0
AAH1	PRT1	0	-1.03763160468e-4
AAH1	PUF6	0	-2.56560777963e-4
AAH1	PUS7	0	-1.28274967976e-4
AAH1	PUT1	-2.76228465728e-5	0
AAH1	PXR1	0	-2.44214973002e-4
AAH1	RBG1	0	-8.87998676945e-5
AAH1	RCL1	0	-6.87015325024e-4
AAH1	REE1	-9.02878606878e-5	0
AAH1	REI1	0	-4.4591887513e-4
AAH1	RET1	0	-3.76793150881e-5
AAH1	RFU1	0	-4.92158329165e-4
AAH1	RIX1	0	-2.2072377297e-4
AAH1	RKI1	0	-1.18120505499e-4
AAH1	RLI1	0	-1.89519017506e-4
AAH1	RLP24	0	-6.3328172213e-4
AAH1	RLP7	0	-6.24539989573e-4
AAH1	RPA135	0	-4.16852189643e-5
AAH1	RPA34	0	-4.24608359668e-4
AAH1	RPA43	0	-3.04897998052e-4
AAH1	RPA49	0	-2.6976563017e-5
AAH1	RPB5	0	-1.66138192033e-4
AAH1	RPB8	0	-1.25907407985e-4
AAH1	RPC19	0	-4.76237448894e-4
AAH1	RPC40	0	-2.63120966118e-5
AAH1	RPC53	0	-1.27498680317e-4
AAH1	RPF1	0	-1.27806665274e-4
AAH1	RPF2	0	-2.1890205762e-4
AAH1	RPO26	0	-2.87599190575e-4
AAH1	RRB1	0	-2.73948911939e-4
AAH1	RRN11	0	-5.76981868068e-4
AAH1	RRN3	0	-2.40526917811e-4
AAH1	RRP1	0	-2.61113175053e-5
AAH1	RRP12	0	-2.02963319538e-5
AAH1	RRP36	0	-3.07428357037e-4
AAH1	RRP6	0	-1.34537241969e-4
AAH1	RRP7	0	-4.85815925489e-4
AAH1	RRP8	0	-3.76398679673e-4
AAH1	RRS1	0	-5.13118055007e-4
AAH1	RSA1	0	-3.72393964056e-5
AAH1	RSA4	0	-7.04604365264e-5
AAH1	SAP185	0	-2.53956524409e-4
AAH1	SHC1	0.0039337744228	0
AAH1	SLX9	0	-6.31632161452e-4
AAH1	SMY2	0	-2.23437657809e-4
AAH1	SNU13	0	-1.26831416163e-4
AAH1	SOF1	0	-2.05179992599e-4
AAH1	SRY1	3.94732549129e-5	0
AAH1	SSF1	0	-3.51207723075e-4
AAH1	SUL2	7.90467033454e-6	0
AAH1	TDH1	-1.17063934279e-5	0
AAH1	TMA46	0	-1.95334971155e-4
AAH1	TOD6	0	-1.12557628638e-4
AAH1	TRM10	0	-2.57235396952e-4
AAH1	TRM82	0	-2.18824017808e-4
AAH1	TSR1	0	-7.89388249917e-5
AAH1	TSR3	0	-3.31910534476e-5
AAH1	URA5	0	-1.71032414147e-4
AAH1	UTP11	0	-5.14653560695e-4
AAH1	UTP13	0	-3.674929562e-4
AAH1	UTP14	0	-2.80064165678e-4
AAH1	UTP15	0	-1.62611055753e-4
AAH1	UTP23	0	-3.39218860662e-4
AAH1	UTP25	0	-1.8736700535e-4
AAH1	UTP4	0	-3.36269164301e-4
AAH1	UTP9	0	-6.01435279889e-4
AAH1	VTS1	0	-4.24170499018e-4
AAH1	YCR016W	0	-7.97877257101e-5
AAH1	YDR061W	9.60112438666e-6	0
AAH1	YDR514C	0	-4.71418883995e-5
AAH1	YER034W	1.05716970627e-6	0
AAH1	YGR250C	1.26754644691e-4	0
AAH1	YJR056C	0	-8.68159523579e-5
AAH1	YJR061W	8.42909210959e-4	0
AAH1	YLR177W	7.11249135355e-5	0
AAH1	YLR352W	5.78855875398e-5	0
AAH1	ZRT2	0	-4.63020883677e-4
AAP1	ARG4	0	-2.18815698319e-5
ABD1	ABD1	-0.0472722873017	0
ABF2	ABF2	-0.00189038085723	0
ACA1	AAD10	3.88647820396e-5	0
ACA1	AAH1	1.33527822017e-4	0
ACA1	ABF1	-5.6266992136e-5	0
ACA1	ACC1	1.69315921529e-4	0
ACA1	ACM1	-1.01729632706e-4	0
ACA1	ADH3	3.12152093853e-5	0
ACA1	ADH5	-2.41336555018e-4	0
ACA1	ADH6	7.35734473719e-5	0
ACA1	ADK2	-7.66502255959e-6	0
ACA1	ADR1	-5.31880008752e-5	0
ACA1	AIM33	-4.02423779295e-5	-7.20036605267e-6
ACA1	ALD3	3.88050708322e-4	0
ACA1	ALD4	2.76863713574e-4	0
ACA1	ALD5	-6.1196062258e-5	0
ACA1	ALG14	-1.26264522983e-4	0
ACA1	ALG7	-7.45554141182e-5	0
ACA1	ALK2	-6.09998718742e-6	0
ACA1	ALP1	-4.94257561453e-5	0
ACA1	ALT2	3.42874009184e-5	0
ACA1	ANB1	-3.16110679227e-4	0
ACA1	APE3	-4.22206212603e-5	0
ACA1	AQR1	1.18563396822e-4	0
ACA1	ARG1	-2.01571944029e-4	0
ACA1	ARG4	-3.35427840186e-5	0
ACA1	ARG5,6	-9.58778091668e-5	0
ACA1	ARG7	-1.77841490721e-4	0
ACA1	ARG8	-1.37935696877e-4	0
ACA1	ARI1	8.2634662313e-5	0
ACA1	ARN1	2.92214538067e-4	0
ACA1	ARN2	-3.97615007379e-5	0
ACA1	ARO3	-6.47261039927e-5	0
ACA1	ARO9	-1.00303072094e-4	0
ACA1	ASN1	-4.59098113577e-5	0
ACA1	ASP3-2	7.58204795886e-5	0
ACA1	ASP3-3	4.52768752525e-5	0
ACA1	ASP3-4	6.81087244771e-5	0
ACA1	ATP2	0	-2.44986131831e-5
ACA1	ATP7	-3.6941536082e-5	0
ACA1	ATR1	1.50483987008e-4	0
ACA1	AVO2	0	-4.71152744282e-7
ACA1	AXL2	-1.6377061034e-4	0
ACA1	BAT2	-1.38205887329e-4	0
ACA1	BBP1	-1.32030262334e-4	0
ACA1	BDH1	-1.12180342547e-4	0
ACA1	BDS1	0.0011311404951	0
ACA1	BIO3	1.20588755028e-4	0
ACA1	BIO4	3.6410870613e-5	0
ACA1	BNI5	-1.41628911508e-4	0
ACA1	BUB1	-5.94771617033e-5	0
ACA1	BUD2	-6.34883734669e-5	0
ACA1	CAR2	-5.41613755579e-5	0
ACA1	CBF2	-8.97951308118e-5	0
ACA1	CBP4	1.52555349522e-5	0
ACA1	CCS1	-8.71453386245e-5	0
ACA1	CDC21	-1.14648853388e-4	0
ACA1	CDC28	-3.84292701949e-5	0
ACA1	CDC45	-1.56675386845e-4	0
ACA1	CDC9	-8.57834534909e-5	0
ACA1	CHA1	-1.13911763217e-4	0
ACA1	CIK1	-3.44177415359e-5	0
ACA1	CIN2	-3.79227577748e-5	0
ACA1	CIN5	0.00388679786634	0
ACA1	CIN8	-1.14244201784e-4	0
ACA1	CIT1	-4.8598741228e-5	0
ACA1	CLB1	-1.50921824468e-4	0
ACA1	CLB2	-1.04263598915e-4	0
ACA1	CLB3	-7.68790992869e-5	0
ACA1	CLB6	-2.73445004587e-4	0
ACA1	CLN1	-1.11594013843e-4	0
ACA1	CLN2	-1.834795644e-4	0
ACA1	COX12	3.03227022708e-5	0
ACA1	COX17	1.00179240892e-4	0
ACA1	COX4	9.19604575617e-5	0
ACA1	COX5A	1.33748755345e-4	0
ACA1	COX6	-1.30692009456e-5	0
ACA1	CPA1	2.67468160905e-4	0
ACA1	CPA2	3.63666065778e-4	0
ACA1	CSE4	-5.50562594443e-5	0
ACA1	CSI2	-1.84987529229e-4	0
ACA1	CSM1	-1.83383950985e-5	0
ACA1	CSM2	-1.11991190572e-4	0
ACA1	CTF18	-8.02991099089e-5	0
ACA1	CTF3	-5.86520813986e-5	0
ACA1	CTF4	-4.33233859006e-5	0
ACA1	CTR1	-1.51803678973e-4	0
ACA1	CWP1	-3.76470019483e-4	0
ACA1	CYC1	5.56996531852e-4	0
ACA1	CYC7	4.53697788463e-4	0
ACA1	CYC8	-1.64227382407e-4	0
ACA1	DAD3	-5.86018555671e-5	0
ACA1	DAL1	-1.02182838474e-5	0
ACA1	DAL2	-1.59531979874e-5	0
ACA1	DAL7	2.05928674079e-5	0
ACA1	DIG2	-1.76246508049e-4	0
ACA1	DIT1	-4.14061999855e-5	0
ACA1	DIT2	-1.95245975457e-4	0
ACA1	DNF3	-5.59227853298e-5	0
ACA1	DPB2	-2.72248748312e-5	0
ACA1	DSD1	2.58868732093e-5	0
ACA1	DSF2	-1.71668633723e-4	0
ACA1	DUN1	-1.65871019318e-4	0
ACA1	DUR3	-6.36413360884e-5	0
ACA1	ECM22	-2.44798096269e-5	0
ACA1	ECM33	-3.0964104406e-5	0
ACA1	ECM38	5.88617451963e-6	0
ACA1	ECO1	-1.29806881565e-4	0
ACA1	EEB1	2.01770941164e-5	0
ACA1	EHT1	-9.28027338687e-5	0
ACA1	ELG1	-6.97922955506e-5	0
ACA1	ELO3	-8.78700338373e-5	0
ACA1	ENB1	-1.93314891741e-4	0
ACA1	ENO1	-6.98405905279e-5	0
ACA1	ENV9	-7.37141832732e-5	0
ACA1	ERG11	-1.09344397528e-4	0
ACA1	ERG3	-1.4946653733e-4	0
ACA1	ERG6	-9.88351477447e-5	0
ACA1	ERP2	-6.34177838434e-5	0
ACA1	ESC8	-2.15966338396e-4	0
ACA1	EXO1	-8.5358675673e-5	0
ACA1	EXO5	-5.73165672188e-5	0
ACA1	FAA1	3.45459156062e-4	0
ACA1	FET4	-1.74281146472e-4	0
ACA1	FIR1	-5.85776845437e-5	0
ACA1	FIT3	-8.31034498045e-5	0
ACA1	FKH1	-3.73634203848e-5	0
ACA1	FLO1	-1.03902738586e-4	0
ACA1	FLO11	8.50481887865e-4	0
ACA1	FLO9	3.91836313376e-4	0
ACA1	FMC1	4.49620431617e-5	0
ACA1	FMP45	5.26679294901e-4	0
ACA1	FMP46	-2.57963050689e-5	0
ACA1	FMP48	0.00145527979837	0
ACA1	FRD1	-1.02442393973e-4	0
ACA1	FRE3	5.83954529959e-4	0
ACA1	FRM2	-1.45499222606e-4	0
ACA1	FSH1	9.68218104921e-5	0
ACA1	FUR4	4.69821182339e-4	0
ACA1	GAS3	-8.33897385804e-5	0
ACA1	GAT2	3.79771659742e-5	0
ACA1	GCR1	-5.41348173193e-5	0
ACA1	GEA1	-1.09037881355e-4	0
ACA1	GGC1	-8.58560724963e-5	0
ACA1	GIC1	-3.72637545368e-5	0
ACA1	GIC2	-6.93613026568e-5	0
ACA1	GIN4	-1.31419110736e-4	0
ACA1	GIT1	-1.66332424153e-4	0
ACA1	GLY1	-1.57756624456e-5	0
ACA1	GND1	-8.40130421976e-5	0
ACA1	GOR1	-4.70704406235e-5	0
ACA1	GRE2	-5.32430625972e-6	0
ACA1	GSM1	1.59065946697e-4	0
ACA1	GSY1	-1.29373516247e-4	0
ACA1	GTT1	-2.48213765428e-4	0
ACA1	GUP2	2.33601230107e-4	0
ACA1	HAP4	3.45471871387e-4	0
ACA1	HBT1	2.14094008457e-4	0
ACA1	HCM1	-1.6606286172e-4	0
ACA1	HEM13	-2.14243663738e-5	0
ACA1	HHO1	-1.69562091833e-4	0
ACA1	HHT2	-5.32895260909e-5	0
ACA1	HIF1	-3.66677788532e-5	0
ACA1	HIS3	-4.64172765943e-5	0
ACA1	HIS4	-2.47876000199e-5	0
ACA1	HLR1	-6.29895858678e-5	0
ACA1	HO	1.04255952515e-5	0
ACA1	HOM2	-3.05787890225e-5	0
ACA1	HSL1	-1.69426639171e-4	0
ACA1	HSP12	1.36700551728e-4	0
ACA1	HSP26	-2.04986038398e-4	0
ACA1	HSP30	-8.5592973841399993e-05	0
ACA1	HSP31	-2.8618681246e-5	0
ACA1	HSP32	2.47138239751e-4	0
ACA1	HSP33	3.111628537e-4	0
ACA1	HSP78	-1.12357153792e-4	0
ACA1	HTB1	-1.12610596529e-4	0
ACA1	HTB2	-1.2607567768e-5	0
ACA1	HTZ1	-3.44551367551e-5	0
ACA1	HUA2	-1.64191765858e-5	0
ACA1	HUG1	-5.46672259347e-5	0
ACA1	HXK1	-2.55751947375e-5	0
ACA1	HXT1	8.23037000492e-5	0
ACA1	HXT2	-1.53853319953e-4	0
ACA1	HXT4	-3.13810717144e-4	0
ACA1	IDH1	-1.13250031693e-4	0
ACA1	IDH2	-3.52868627373e-5	0
ACA1	IES6	-2.66070644958e-5	0
ACA1	ILV5	-1.51996209151e-5	0
ACA1	IMA3	-1.2111541922e-4	0
ACA1	IML2	-1.99748713001e-5	0
ACA1	INM1	6.09564624138e-6	0
ACA1	INO1	-3.06663476388e-4	0
ACA1	INP2	-9.26646829495e-5	0
ACA1	IPL1	-3.48630356431e-5	0
ACA1	IRR1	-1.46528917413e-4	0
ACA1	ISU1	1.22396339477e-4	0
ACA1	ISU2	-1.35096664073e-4	0
ACA1	JEN1	6.12952465212e-5	0
ACA1	JID1	2.33358811278e-5	0
ACA1	KAR3	-1.40238436197e-4	0
ACA1	KCC4	-1.21398746311e-4	0
ACA1	KCH1	-3.25552862482e-5	0
ACA1	KEL2	-1.53726525992e-4	0
ACA1	KIP1	-1.19974735217e-4	0
ACA1	KIP3	-7.27825857733e-5	0
ACA1	KNH1	-9.63123848693e-5	0
ACA1	LAC1	-3.76472353203e-5	0
ACA1	LDS2	-6.06438980299e-5	0
ACA1	LHS1	-7.8238960703e-5	0
ACA1	LTE1	-8.42841513397e-5	0
ACA1	LYS1	-8.77761240496e-6	0
ACA1	LYS2	-1.31620970242e-5	0
ACA1	MCD1	-1.41379869924e-4	0
ACA1	MCD4	-2.45930185766e-5	0
ACA1	MCH4	-2.10169643026e-5	0
ACA1	MCH5	-1.15061219516e-4	0
ACA1	MDH1	-3.13751366611e-5	0
ACA1	MET22	-1.22863620327e-5	0
ACA1	MET31	-7.02758914099e-5	0
ACA1	MET5	-7.52934515014e-6	0
ACA1	MHP1	-9.85996230532e-5	0
ACA1	MID2	-9.35224637514e-5	0
ACA1	MIR1	1.74008247577e-4	0
ACA1	MLS1	-1.85908547546e-4	0
ACA1	MMT1	-6.69892772257e-5	0
ACA1	MNN10	-5.30241377218e-5	0
ACA1	MNT4	-2.60500524355e-5	0
ACA1	MPC3	3.23914404166e-4	0
ACA1	MPC54	-3.40327930694e-5	0
ACA1	MPS1	-1.90268349526e-5	0
ACA1	MPS2	-1.58236485303e-4	0
ACA1	MPS3	-5.10085052105e-6	0
ACA1	MRC1	-1.19862780659e-4	0
ACA1	MRX3	-3.99174499034e-5	0
ACA1	MSA2	-1.14825310556e-4	0
ACA1	MSB2	-9.80385570087e-5	0
ACA1	MSH2	-1.51289307009e-4	0
ACA1	MSH6	-1.21932913753e-4	0
ACA1	MSN4	-2.40141887824e-4	0
ACA1	MTW1	-2.27841580883e-5	0
ACA1	NCA3	0.00119805667314	0
ACA1	NCE102	3.41588985242e-5	0
ACA1	NCE103	0.00362893442292	0
ACA1	NCW2	-6.43358097126e-5	0
ACA1	NDD1	-7.42194103131e-5	0
ACA1	NFU1	-3.11660283024e-5	0
ACA1	NNF1	-4.17898927513e-7	0
ACA1	NRG2	1.32048329289e-4	0
ACA1	NRK1	6.55534488995e-5	0
ACA1	NRM1	-1.1138475815e-4	0
ACA1	NUD1	-4.37578246521e-5	0
ACA1	ODC1	-3.88782220016e-5	-8.03694268173e-5
ACA1	ODC2	-2.72185362488e-5	0
ACA1	OGG1	-1.68206010415e-5	0
ACA1	OYE2	-1.65680471307e-4	0
ACA1	PAI3	1.39831968637e-4	0
ACA1	PBI1	3.05859776341e-5	0
ACA1	PBY1	-4.74425567479e-5	0
ACA1	PCA1	-9.66985985415e-6	0
ACA1	PCL1	-2.06510398926e-4	0
ACA1	PCL5	-1.71854644951e-4	0
ACA1	PDC6	-4.9846102882e-4	0
ACA1	PDH1	-6.95641820759e-5	0
ACA1	PDP3	-5.59685770515e-5	0
ACA1	PDS1	-9.51498404588e-5	0
ACA1	PDS5	-1.31770358283e-4	0
ACA1	PET18	2.591568406e-4	0
ACA1	PEX11	-5.52484274333e-5	0
ACA1	PHD1	3.06303767153e-4	0
ACA1	PHM6	-7.76948988223e-5	0
ACA1	PHO11	3.79632121247e-5	0
ACA1	PHO13	4.87656911047e-5	0
ACA1	PHO5	7.06465441111e-5	0
ACA1	PHO89	-1.68678166893e-4	0
ACA1	PIF1	-7.60817292619e-5	0
ACA1	PIG2	-4.64277349313e-5	0
ACA1	PLC1	2.09997663753e-5	0
ACA1	PLM2	-1.79833337911e-4	0
ACA1	PMS1	-9.28334353433e-5	0
ACA1	PMT3	-1.11508048217e-4	0
ACA1	PMT5	-8.71870538011e-5	0
ACA1	POF1	1.36542289457e-4	0
ACA1	POL1	-1.4243015774e-4	0
ACA1	POL12	-6.26453156805e-5	0
ACA1	POL30	-1.98643920681e-4	0
ACA1	PRI2	-1.69111092205e-4	0
ACA1	PRM10	2.52307557333e-4	0
ACA1	PRM4	-6.69011444299e-5	0
ACA1	PRM7	3.28337492248e-4	0
ACA1	PRY2	-1.77058297575e-4	0
ACA1	PSA1	-7.75941172856e-5	0
ACA1	PST1	-5.18763942799e-5	0
ACA1	PTR2	-2.70865317749e-5	0
ACA1	PUT1	-4.23859058744e-4	0
ACA1	PYC1	6.590184074e-4	0
ACA1	QCR10	1.68266223587e-4	0
ACA1	QCR6	-1.74807659476e-5	0
ACA1	QCR7	7.52505018373e-5	0
ACA1	RAD27	-1.06273590749e-4	0
ACA1	RAD5	-1.13056384143e-4	0
ACA1	RAD51	-6.02391933474e-5	0
ACA1	RAD53	-1.27632251524e-4	0
ACA1	RAS1	-9.5122420083e-5	0
ACA1	RCK2	-2.56556750042e-6	0
ACA1	RDH54	-1.65497717671e-4	0
ACA1	REE1	3.58421118314e-5	0
ACA1	REX2	-7.17443632548e-5	0
ACA1	RFA1	-1.29149732323e-4	0
ACA1	RFA2	-6.48060298359e-5	0
ACA1	RFA3	-8.93306634818e-5	0
ACA1	RFC3	-1.80081391403e-5	0
ACA1	RGS2	4.64919481577e-5	0
ACA1	RHO3	-3.04880122971e-5	0
ACA1	RHO5	0.0015382282065	0
ACA1	RIF1	-8.09178891728e-5	0
ACA1	RLF2	-1.29976909089e-4	0
ACA1	RNH201	-7.5582760914e-5	0
ACA1	RNR1	-2.5924910666e-4	0
ACA1	RNR2	-1.67282728011e-5	0
ACA1	RNR3	-4.23453934534e-4	0
ACA1	RNR4	-3.5612881952e-5	0
ACA1	ROG3	2.04710281697e-4	0
ACA1	RPM2	1.48803370941e-4	0
ACA1	RPN14	8.92121366374e-5	0
ACA1	RRT1	7.45385661314e-6	0
ACA1	RSN1	1.61478722767e-4	0
ACA1	RSR1	-4.81616876843e-5	0
ACA1	RTA1	-8.83085828254e-5	0
ACA1	RTC2	-1.05627167487e-4	0
ACA1	RTN2	1.11847050037e-4	0
ACA1	RTT107	-1.09399437967e-4	0
ACA1	RTT109	-3.49226331284e-5	0
ACA1	SCW10	-3.52596468749e-5	0
ACA1	SCW11	-1.56850813961e-6	0
ACA1	SDH1	-3.73741576764e-5	0
ACA1	SDH4	-1.00599273302e-5	0
ACA1	SDH5	4.09723118077e-5	0
ACA1	SDP1	5.67966730415e-5	0
ACA1	SEC2	-7.2058781875e-5	0
ACA1	SEC53	-1.46589281006e-5	0
ACA1	SEN34	-9.10117008533e-5	0
ACA1	SET4	-3.03944336679e-5	0
ACA1	SET5	-3.76867517556e-5	0
ACA1	SGA1	-1.86972897291e-4	0
ACA1	SGO1	-8.61321431914e-5	0
ACA1	SHC1	-2.84945732309e-5	0
ACA1	SHE1	-7.66169340294e-6	0
ACA1	SIM1	-3.29856599425e-5	0
ACA1	SIP18	9.20259329424e-4	0
ACA1	SIR4	-5.24542948705e-5	0
ACA1	SKG6	-5.09312759161e-5	0
ACA1	SLD2	-1.28765936185e-4	0
ACA1	SLI15	-1.19828068456e-4	0
ACA1	SLK19	-1.11518620678e-4	0
ACA1	SMB1	-7.4729893655e-5	0
ACA1	SMC1	-8.09448496437e-5	0
ACA1	SMC3	-1.51008800678e-4	0
ACA1	SMC4	-8.13235981037e-5	0
ACA1	SMC6	-1.31500361026e-4	0
ACA1	SMF2	-8.17760094428e-5	0
ACA1	SNO1	1.06561379721e-4	0
ACA1	SNO4	2.02355816788e-4	0
ACA1	SNQ2	-6.057202729e-5	0
ACA1	SNZ1	5.71200890734e-5	0
ACA1	SOK2	8.98017226169e-5	0
ACA1	SOL3	1.30945911493e-5	0
ACA1	SPA2	-3.97137308645e-5	0
ACA1	SPC105	-8.71301956397e-5	0
ACA1	SPC110	-1.30933924028e-4	0
ACA1	SPC24	-1.16538492999e-4	0
ACA1	SPC29	-1.33410310611e-4	0
ACA1	SPC42	-1.33566110025e-5	0
ACA1	SPC97	-8.46147081241e-5	0
ACA1	SPC98	-8.28338161908e-5	0
ACA1	SPG4	1.91861171262e-4	0
ACA1	SPH1	-1.32472484072e-4	0
ACA1	SPI1	2.51825254913e-4	0
ACA1	SPO16	-2.1104384902e-4	0
ACA1	SPS100	-7.12355265044e-5	0
ACA1	SPS19	5.23996236071e-5	0
ACA1	SPS4	-1.0262065997e-4	0
ACA1	SPT21	-1.47279467838e-4	0
ACA1	SRD1	-4.88523656186e-5	0
ACA1	SRS2	-1.58382041778e-4	0
ACA1	SRY1	-5.08964930328e-5	0
ACA1	SSU1	-4.60969195495e-5	0
ACA1	STB6	-1.01075157943e-4	0
ACA1	STU1	-8.69918273758e-5	0
ACA1	STU2	-1.46482958205e-4	0
ACA1	SUE1	1.61125940608e-4	0
ACA1	SUR2	-2.29607570829e-4	0
ACA1	SUT2	3.47317628507e-4	0
ACA1	SVF1	-5.19657898359e-5	0
ACA1	SVS1	-1.42655082349e-4	0
ACA1	SWE1	-1.84481958283e-4	0
ACA1	TBS1	3.34520931471e-5	0
ACA1	TDA6	3.46669396358e-4	0
ACA1	TDH1	-1.27940414724e-4	0
ACA1	TEL2	-4.91029638584e-5	0
ACA1	THI4	9.03705899014e-4	0
ACA1	TIP1	-4.09008275652e-6	0
ACA1	TIR1	-5.89744089092e-5	0
ACA1	TIR3	-3.23293897388e-4	0
ACA1	TKL2	0.00041511728047700003	0
ACA1	TOF1	-9.41713901726e-5	0
ACA1	TOF2	-1.05577116744e-4	0
ACA1	TOS2	-1.22341351193e-4	0
ACA1	TOS4	-1.84986062533e-4	0
ACA1	TOS6	-1.02218357445e-4	0
ACA1	TPO1	5.54049161073e-5	0
ACA1	TPS1	-5.98013833738e-5	0
ACA1	TRP4	-5.32168545179e-5	0
ACA1	TUB2	-2.84577347987e-5	0
ACA1	TUB3	-9.32396133679e-5	0
ACA1	UBP11	8.35095746955e-5	0
ACA1	UGA1	-9.27361763123e-5	0
ACA1	UGA3	-1.76710275063e-4	0
ACA1	UGP1	-1.93888385095e-4	0
ACA1	ULI1	-1.59119186474e-4	0
ACA1	UTH1	1.87279707909e-4	0
ACA1	UTR4	1.08240090053e-4	0
ACA1	VAC17	-7.45581156395e-5	0
ACA1	VHT1	4.56424508186e-4	0
ACA1	VIK1	-4.97329644359e-5	0
ACA1	VMR1	1.37109421272e-4	0
ACA1	VRG4	-1.2144931369e-4	0
ACA1	VTC2	-4.58249125575e-5	0
ACA1	VTC3	-3.40335190543e-5	0
ACA1	WSC2	-1.39476754098e-4	0
ACA1	WTM1	-1.62025791045e-5	0
ACA1	YAP6	5.38829234251e-4	0
ACA1	YAT2	-3.88343678322e-5	0
ACA1	YBL029W	-2.03006718092e-4	0
ACA1	YBR071W	-1.08074569404e-4	0
ACA1	YBR085C-A	2.48268091333e-4	0
ACA1	YBR116C	6.50347699535e-4	0
ACA1	YBR259W	2.84602828426e-4	0
ACA1	YBR285W	4.79591988185e-5	0
ACA1	YCR038W-A	2.71130825659e-4	0
ACA1	YCR064C	-1.01121021002e-4	0
ACA1	YCS4	-1.09939067866e-5	0
ACA1	YCT1	0.00115335224225	0
