cause	effect	linear	quad
CUP9	FMP46	1.27487270152e-4	0
CUP9	FMP48	0.00186971655636	0
CUP9	FOX2	8.95000833972e-5	0
CUP9	FRD1	1.47313694917e-4	0
CUP9	FRE2	-2.37381977456e-4	-7.67342556371e-4
CUP9	FTR1	4.79320687087e-4	0
CUP9	FUI1	-8.96560431178e-5	-0.00377538909989
CUP9	FUN26	-1.36520818629e-4	0
CUP9	FUS1	-2.20261538669e-4	0
CUP9	FZF1	-8.1016129369e-5	0
CUP9	GAC1	5.14997465699e-4	0
CUP9	GAD1	5.07276072606e-4	0
CUP9	GAL4	-1.02445238964e-4	0
CUP9	GAP1	-3.06792229804e-4	0
CUP9	GBP2	1.56399998856e-4	0
CUP9	GCV3	-1.52273513902e-4	0
CUP9	GCY1	6.31806166612e-4	0
CUP9	GDB1	1.9832975203e-4	0
CUP9	GDH1	5.32234757249e-4	0
CUP9	GDH2	4.33025571952e-5	0
CUP9	GDH3	7.87798651497e-5	0
CUP9	GFD1	-1.55834146099e-4	0
CUP9	GGC1	-5.37941058377e-5	-1.14105637867e-4
CUP9	GIN4	-7.48053693498e-5	0
CUP9	GIP2	4.08905411175e-4	0
CUP9	GIT1	-1.87224860294e-4	-0.00233340411703
CUP9	GLC3	1.4346041033e-4	0
CUP9	GLG1	3.73459682981e-4	0
CUP9	GLG2	-9.50246135027e-5	0
CUP9	GLO1	-1.36239736039e-4	0
CUP9	GND1	-2.35739761998e-4	0
CUP9	GNP1	6.48187342768e-4	0
CUP9	GOR1	5.46094647314e-5	0
CUP9	GOS1	7.60351521091e-5	0
CUP9	GPA2	1.31168482436e-4	0
CUP9	GPH1	0.00156886092712	0
CUP9	GPM2	1.30853537155e-4	0
CUP9	GPP2	-1.41895059495e-4	0
CUP9	GPX1	8.90804123993e-5	0
CUP9	GRE2	0.00105391700115	0
CUP9	GRX4	1.96006794086e-4	0
CUP9	GSC2	-2.7096109071e-4	0
CUP9	GSH1	2.46546219396e-4	0
CUP9	GSM1	3.95348390678e-4	0
CUP9	GSY1	0.00262754845247	0
CUP9	GSY2	3.90930535182e-4	0
CUP9	GTO1	0	-0.00111959609145
CUP9	GUA1	-1.03327377855e-4	0
CUP9	GUP2	0.00154511751924	0
CUP9	GUT1	1.87406004038e-4	0
CUP9	GYP6	4.23519587899e-5	0
CUP9	GYP8	-1.15033896075e-4	0
CUP9	HBN1	5.49201979122e-4	0
CUP9	HEM12	-4.96999688457e-5	0
CUP9	HEM13	2.56890005517e-4	0
CUP9	HEM4	-1.65273666777e-4	0
CUP9	HHF2	-1.30565197321e-4	0
CUP9	HHT2	-1.97421903608e-4	0
CUP9	HIM1	-5.71991591889e-5	-0.00117699076191
CUP9	HIS1	-3.15141908527e-5	0
CUP9	HIS3	1.28757488684e-4	0
CUP9	HIS4	8.54433115901e-5	0
CUP9	HIS5	1.08902356927e-4	0
CUP9	HIS6	2.97648615837e-4	0
CUP9	HMG1	3.32884114146e-4	0
CUP9	HMS1	-1.62279547241e-4	0
CUP9	HMX1	3.37664769013e-4	0
CUP9	HO	-3.81272963293e-4	-0.00138991034456
CUP9	HOG1	-1.27387198986e-4	0
CUP9	HOL1	-1.53029249088e-4	0
CUP9	HOM2	3.67279006897e-5	0
CUP9	HOT13	-4.2754450017e-5	0
CUP9	HPF1	0.00208970128592	0
CUP9	HSL1	-2.31624790967e-4	0
CUP9	HSP12	7.14758511916e-4	0
CUP9	HSP26	-4.26752143631e-4	0
CUP9	HSP30	0.00169496528307	0
CUP9	HSP31	3.48512782331e-4	0
CUP9	HSP60	-1.38834133025e-4	0
CUP9	HSP82	-1.53253466999e-4	0
CUP9	HTA1	-1.05030479052e-4	0
CUP9	HTA2	-7.57707531406e-5	0
CUP9	HTB1	-2.09298367558e-4	0
CUP9	HTB2	-1.87786270634e-4	0
CUP9	HUA1	-5.75855714939e-5	0
CUP9	HUG1	-3.63727338134e-4	0
CUP9	HUT1	-8.94459555906e-5	0
CUP9	HXK1	0.00102844119667	0
CUP9	HXK2	-3.4158703649e-4	0
CUP9	HXT1	-1.92789158864e-4	-9.50965134007e-4
CUP9	HXT2	7.94450683088e-4	0
CUP9	HXT3	6.43183507531e-4	0
CUP9	HXT4	6.73890846382e-4	0
CUP9	HXT5	0.00110575964095	0
CUP9	HXT6	4.48689048935e-4	0
CUP9	HXT7	3.82956232295e-4	0
CUP9	ICS2	-6.94420236224e-5	-1.41796803996e-4
CUP9	ICT1	-1.45509181578e-4	0
CUP9	ICY1	-1.25991054063e-4	-1.06793054236e-4
CUP9	IDH1	0.00101973621875	0
CUP9	IDH2	5.0882579275e-4	0
CUP9	IKS1	4.98423961969e-5	0
CUP9	ILV2	2.93933278064e-5	0
CUP9	IMD1	3.25829730592e-5	0
CUP9	IMD3	9.70699062334e-5	0
CUP9	IMD4	-1.11641976971e-4	0
CUP9	IML2	2.60638004585e-4	0
CUP9	INA1	-2.36366916593e-4	0
CUP9	INO1	-3.41034163372e-5	0
CUP9	IRC7	-1.57076166193e-4	0
CUP9	IRR1	-1.26213953324e-4	0
CUP9	ISF1	4.45831990173e-4	0
CUP9	JEM1	-1.90754738573e-4	0
CUP9	JEN1	0.00114888098633	0
CUP9	JHD2	1.96733992308e-4	0
CUP9	JID1	3.09454366563e-4	0
CUP9	KCH1	-1.89124404459e-4	0
CUP9	KGD2	1.85421359527e-4	0
CUP9	KNH1	9.10780281851e-4	0
CUP9	KTI12	-2.2411906823e-4	0
CUP9	KTR5	1.63483525162e-4	0
CUP9	LAC1	7.62584505439e-4	0
CUP9	LAM4	2.37617056399e-4	0
CUP9	LAP2	-8.13926198916e-5	-0.00125726713456
CUP9	LAP3	-1.75852744074e-4	-8.7036480154e-4
CUP9	LCP5	-1.68397462262e-4	0
CUP9	LEU4	0	-4.25833533563e-4
CUP9	LEU9	4.55818453887e-6	0
CUP9	LSB3	2.92698977369e-5	0
CUP9	LST4	-2.45301272105e-4	0
CUP9	LYP1	0	-5.01049681266e-4
CUP9	LYS1	1.62083950585e-4	0
CUP9	LYS12	1.94164268583e-5	0
CUP9	LYS2	1.67319928441e-4	0
CUP9	MAL11	9.16965373631e-5	0
CUP9	MAL31	3.41684452075e-4	0
CUP9	MAL33	2.53483509676e-4	0
CUP9	MBR1	4.05718101468e-4	0
CUP9	MCD1	-2.12952061907e-4	0
CUP9	MCD4	-2.04565668145e-4	0
CUP9	MCH1	3.67168227219e-5	0
CUP9	MCH4	7.44514179108e-5	0
CUP9	MCH5	-1.5286535012e-4	0
CUP9	MCR1	3.64494154517e-5	0
CUP9	MCT1	-2.75569512029e-5	0
CUP9	MDG1	5.74614281266e-4	0
CUP9	MDH1	3.39963368151e-4	0
CUP9	MDH2	-4.98920791669e-5	0
CUP9	MDJ1	-1.20349635579e-4	0
CUP9	MDM32	-2.03515074807e-4	0
CUP9	MEP1	-4.02206009169e-4	0
CUP9	MET2	-4.07611154243e-5	0
CUP9	MET22	1.03096580797e-4	0
CUP9	MET5	5.43400845317e-6	0
CUP9	MGA1	5.27513938866e-4	0
CUP9	MHO1	8.53386280106e-5	0
CUP9	MHP1	1.07256956173e-4	0
CUP9	MIM2	-0.00016899265961100001	0
CUP9	MKC7	-1.78378170995e-4	0
CUP9	MLS1	-3.70292102993e-6	0
CUP9	MMP1	3.74210803682e-4	0
CUP9	MOT1	-9.37143704844e-5	0
CUP9	MPC3	5.71369269994e-4	0
CUP9	MPD1	-9.85606349927e-5	0
CUP9	MPS1	-1.2652780226e-4	0
CUP9	MRC1	-1.003740679e-4	0
CUP9	MRK1	0.00125407496385	0
CUP9	MRPS17	-7.13619264357e-5	-3.05446038126e-4
CUP9	MSC1	3.68822931521e-4	0
CUP9	MSH2	-1.40058307652e-4	0
CUP9	MSH6	-8.42370128952e-5	0
CUP9	MSP1	-7.1669113187e-5	0
CUP9	MTH1	-2.08032908468e-4	0
CUP9	MTL1	3.37703790395e-4	0
CUP9	MTM1	5.39434730704e-6	-0.00135187319127
CUP9	MUP3	4.44696802098e-5	0
CUP9	MYO2	-9.07823637602e-5	0
CUP9	NAR1	-1.34154383687e-4	0
CUP9	NCA3	-3.48257696688e-4	0
CUP9	NCE103	-1.81480227611e-4	0
CUP9	NCW2	3.90436458569e-5	0
CUP9	NDE1	7.39575223135e-4	0
CUP9	NDE2	5.5523240811999997e-05	0
CUP9	NDJ1	-2.21711871839e-4	0
CUP9	NDT80	-2.53242406464e-4	0
CUP9	NEJ1	-2.01772059605e-4	0
CUP9	NMA1	1.90153272917e-4	0
CUP9	NMA2	3.55070480413e-5	0
CUP9	NPL4	-4.38081107411e-4	0
CUP9	NQM1	-2.25430909529e-4	0
CUP9	NRG1	-5.94450410286e-5	0
CUP9	NRG2	-1.14534074654e-4	0
CUP9	NRK1	-9.8947382479e-5	0
CUP9	NRM1	-1.23640841595e-4	0
CUP9	NSG1	-1.63419841084e-4	-1.24304581707e-4
CUP9	NTE1	-8.94841471338e-5	-3.97581319773e-4
CUP9	NUD1	-1.2998706889e-6	0
CUP9	NUR1	1.47061949808e-4	0
CUP9	NVJ1	1.27452824553e-5	0
CUP9	OAF1	-1.33410637942e-4	-7.21176137471e-4
CUP9	OCH1	-1.14628226668e-4	0
CUP9	ODC1	5.0788948095e-4	0
CUP9	ODC2	-1.04050387886e-4	-6.941432015e-5
CUP9	OGG1	-1.66702460536e-4	0
CUP9	OM45	1.65626373059e-4	0
CUP9	OPI3	-6.9857251385e-5	0
CUP9	OPT2	-7.17177471577e-5	0
CUP9	ORC3	-3.334514044e-4	0
CUP9	ORT1	0	-2.13017399901e-5
CUP9	OYE3	-2.32534474423e-4	0
CUP9	PAI3	1.28416881976e-4	0
CUP9	PAN6	-9.09698993614e-5	0
CUP9	PBI1	-3.44445839965e-5	0
CUP9	PCL1	-3.27211061979e-4	0
CUP9	PCL2	-2.13367177651e-4	0
CUP9	PCL5	2.96699934064e-4	0
CUP9	PDC5	-1.68518194114e-4	0
CUP9	PDC6	-7.29303545557e-4	0
CUP9	PDR10	4.41076938938e-4	0
CUP9	PDR11	2.34262211586e-4	0
CUP9	PDR12	0.00126628035439	0
CUP9	PDR15	0.00122930053773	0
CUP9	PDR17	8.44207744975e-5	0
CUP9	PDS5	-1.53813555134e-4	0
CUP9	PEX13	0	-1.5899604494e-4
CUP9	PEX18	7.1266884458e-4	0
CUP9	PEX28	-4.85938903451e-5	0
CUP9	PFK2	2.12577152003e-4	0
CUP9	PFK26	2.95969606722e-5	0
CUP9	PGM2	2.47122803386e-4	0
CUP9	PHD1	-1.82214485681e-4	0
CUP9	PHM6	0	-0.00118634029304
CUP9	PHM7	0.00276457790089	0
CUP9	PHM8	7.5012635263e-5	0
CUP9	PHO11	-1.95092419849e-4	0
CUP9	PHO12	-2.02549329321e-4	0
CUP9	PHO13	-1.98933711203e-4	0
CUP9	PHO3	0.00133937471588	0
CUP9	PHO84	-1.21129759218e-4	-2.58605153162e-4
CUP9	PHO89	7.62675918138e-5	0
CUP9	PHO90	4.88672793954e-4	0
CUP9	PIC2	-8.0313451707e-5	0
CUP9	PIR1	-1.55012165961e-4	0
CUP9	PIS1	1.30753562619e-4	0
CUP9	PLB2	3.44816512028e-4	0
CUP9	PLC1	0	-2.43951979294e-4
CUP9	PMA2	1.77299835779e-4	0
CUP9	PMI40	-1.01996264904e-4	0
CUP9	PMS1	-2.41179630656e-4	0
CUP9	PMU1	-6.19613668374e-5	-1.26736296681e-4
CUP9	PNS1	0.00138084968559	0
CUP9	POC4	-1.46467720472e-4	0
CUP9	POG1	3.37424761359e-4	0
CUP9	POL1	-1.53157997271e-4	0
CUP9	POL12	-1.0761576246e-4	0
CUP9	POL30	-2.31292892896e-4	0
CUP9	POM33	8.02579814811e-5	0
CUP9	POR2	1.42635574168e-4	0
CUP9	POT1	3.61504591797e-4	0
CUP9	POX1	-1.58998626259e-4	0
CUP9	PPM1	1.67067670528e-4	0
CUP9	PPZ2	1.24915005013e-4	0
CUP9	PRD1	-7.76510699109e-5	0
CUP9	PRE7	-1.74958214305e-4	0
CUP9	PRI2	-2.08338926803e-4	0
CUP9	PRM2	1.93504309524e-5	0
CUP9	PRM5	-1.19688284235e-4	-2.97391049963e-4
CUP9	PRR2	8.3978087705e-4	0
CUP9	PRX1	1.42322859169e-4	0
CUP9	PRY1	5.87920946526e-4	0
CUP9	PRY2	-1.23201789589e-4	0
CUP9	PRY3	5.66409301874e-4	0
CUP9	PST1	7.64553391157e-4	0
CUP9	PSY4	-8.95809628053e-5	0
CUP9	PTR2	-2.45706833623e-4	-2.25495987683e-5
CUP9	PUT3	3.38749077419e-5	0
CUP9	PUT4	-2.36876935544e-4	0
CUP9	QDR1	1.50313446049e-4	0
CUP9	QDR2	-1.91935313756e-4	0
CUP9	RAD16	3.25565950752e-4	0
CUP9	RAD27	-1.85565527588e-4	0
CUP9	RAD53	-1.75645267988e-4	0
CUP9	RAS2	-1.11716847737e-4	0
CUP9	RAX2	-8.76310991123e-5	0
CUP9	RBD2	6.90289737576e-5	0
CUP9	RDH54	-1.17161067593e-4	0
CUP9	RDL2	-1.56233377971e-4	0
CUP9	REE1	6.73377411832e-4	0
CUP9	REG2	-1.73901847998e-4	-0.0015276644142
CUP9	REV1	-1.06377611279e-4	0
CUP9	RFA1	-1.09470962964e-4	0
CUP9	RFA2	-9.77007199408e-5	0
CUP9	RFA3	-2.73642414729e-4	0
CUP9	RFC3	-1.35312129036e-4	0
CUP9	RFC5	-1.12833113293e-4	0
CUP9	RFX1	1.17862556567e-4	0
CUP9	RGI1	-2.38773707795e-4	0
CUP9	RGS2	0	-0.00127013462575
CUP9	RIB5	5.63635950462e-5	0
CUP9	RIF1	-2.65623001076e-5	0
CUP9	RIM2	-6.19773851892e-5	0
CUP9	RIM4	-2.46887921246e-4	0
CUP9	RME1	-1.80888160944e-4	0
CUP9	RMI1	-4.01516291462e-4	0
CUP9	RNH201	-4.62247342256e-5	0
CUP9	RNP1	-7.15304629379e-5	0
CUP9	RNR1	-3.11879865629e-4	0
CUP9	RNR2	0.00112115638389	0
CUP9	RNR3	5.19610641735e-4	0
CUP9	RNR4	6.69458804697e-4	0
CUP9	RNY1	1.53619910794e-5	0
CUP9	ROM1	1.14474613141e-4	0
CUP9	RPA43	-3.95993066985e-5	0
CUP9	RPH1	1.05418503744e-4	0
CUP9	RPL15B	-1.32608607527e-4	0
CUP9	RPM2	-3.99906202246e-4	-7.57383669818e-4
CUP9	RPS18A	-6.73740227948e-5	0
CUP9	RPS9A	-2.98202519546e-4	0
CUP9	RPT6	-2.58666591448e-4	0
CUP9	RRT1	7.74955728175e-5	0
CUP9	RRT6	1.26916605102e-4	0
CUP9	RSB1	-3.61366226566e-4	-3.54126920025e-4
CUP9	RSF2	3.47336723259e-4	0
CUP9	RSN1	4.18288098627e-4	0
CUP9	RSR1	-9.87728712721e-5	0
CUP9	RTC2	1.35861763844e-4	0
CUP9	RTN2	4.46450529904e-5	0
CUP9	RTS3	-9.47768902017e-5	0
CUP9	RTT107	-2.04198367682e-4	0
CUP9	SAD1	1.76842201169e-7	-0.00335444053779
CUP9	SAF1	2.57833224075e-5	0
CUP9	SAG1	4.62272946463e-6	0
CUP9	SAM4	2.37928382359e-4	0
CUP9	SAP4	3.66961907322e-4	0
CUP9	SCM4	3.87313509813e-4	0
CUP9	SCS7	-9.1868538168e-5	-4.91144314395e-4
CUP9	SCW10	-1.93473409266e-4	0
CUP9	SCW11	-2.33521965109e-4	0
CUP9	SDH1	3.70060223378e-4	0
CUP9	SDH2	9.15360242722e-5	0
CUP9	SDH3	9.53124004843e-5	0
CUP9	SDP1	6.95898156864e-4	0
CUP9	SDS23	-9.91406301818e-5	0
CUP9	SEC53	-1.14497486137e-4	0
CUP9	SEN34	-2.1521512262e-4	0
CUP9	SEO1	-2.51061879854e-5	0
CUP9	SER3	4.75058079381e-4	0
CUP9	SET6	8.69310178154e-4	0
CUP9	SFG1	-1.85904687779e-4	-0.00159008604266
CUP9	SGA1	0.00126464299093	0
CUP9	SGF29	-1.2472356681e-4	0
CUP9	SHC1	6.38325442532e-4	0
CUP9	SHH3	1.97608357541e-4	0
CUP9	SHH4	2.02464526791e-4	0
CUP9	SIP1	2.87929461572e-5	0
CUP9	SIP4	1.14983102157e-4	0
CUP9	SIS1	-3.43214273769e-5	0
CUP9	SIT1	4.01085027569e-4	0
CUP9	SKN1	4.20168230458e-4	0
CUP9	SKS1	-1.07481707382e-4	0
CUP9	SLD2	-1.44544136307e-4	0
CUP9	SLM4	-1.42913645777e-4	0
CUP9	SLY41	-1.75014744076e-4	0
CUP9	SMC1	-3.17291749871e-5	0
CUP9	SMC3	-2.73727659711e-4	0
CUP9	SMC6	-1.0076856735e-4	0
CUP9	SMF1	8.74673606111e-4	0
CUP9	SMI1	-8.28051648325e-5	0
CUP9	SML1	-1.31976268173e-4	0
CUP9	SMP1	-5.02649310246e-5	0
CUP9	SNO1	5.29028977602e-5	0
CUP9	SNP1	2.12157975762e-4	0
CUP9	SNQ2	2.57914418238e-4	0
CUP9	SNZ1	1.60861640163e-5	0
CUP9	SNZ2	-8.04943927888e-5	0
CUP9	SOD2	1.84786257681e-4	0
CUP9	SOK2	-1.70764119535e-4	0
CUP9	SOL1	3.43964979353e-4	0
CUP9	SPA2	-3.30935932176e-5	0
CUP9	SPC29	-5.84805354123e-5	0
CUP9	SPI1	5.21080760288e-4	0
CUP9	SPO16	-3.1338064161e-4	0
CUP9	SPO23	-2.19204067681e-4	0
CUP9	SPP382	-1.69763464888e-4	0
CUP9	SPS100	-2.43809299123e-4	0
CUP9	SPS4	-1.89449818772e-4	-9.33951217423e-4
CUP9	SPT21	-9.65993809122e-5	0
CUP9	SRL1	-1.95476997269e-4	0
CUP9	SRO77	-6.10903569287e-5	0
CUP9	SRP40	-1.42997380069e-4	0
CUP9	SRS2	-6.95975827988e-5	0
CUP9	SRX1	1.45734130624e-4	0
CUP9	SRY1	1.36405325479e-4	0
CUP9	SSA2	-2.15453596759e-4	0
CUP9	SSK22	4.22751591734e-4	0
CUP9	SSQ1	-6.08157336026e-5	0
CUP9	SSU1	1.6331965121e-4	-0.00261411037731
CUP9	STB2	2.30066053e-4	0
CUP9	STE2	-1.31227635104e-4	0
CUP9	STE4	-1.37141876647e-4	0
CUP9	STF2	6.03318679896e-5	0
CUP9	STI1	-1.36264537228e-4	0
CUP9	STR2	1.21133630913e-4	0
CUP9	SUC2	3.03998467785e-4	0
CUP9	SUE1	5.51153375302e-4	0
CUP9	SUL1	-9.19836539615e-5	0
CUP9	SUM1	-1.88175949378e-4	0
CUP9	SUR2	6.11039027292e-4	0
CUP9	SUT1	-2.98187117914e-5	0
CUP9	SUT2	7.95230508067e-5	0
CUP9	SVS1	-1.63002834026e-4	0
CUP9	SWE1	-4.86361719769e-5	0
CUP9	TAT1	-1.20996715672e-4	0
CUP9	TAT2	-8.63389524103e-5	-6.28019308794e-4
CUP9	TDA6	5.65148715568e-5	0
CUP9	TFB1	0	-5.92486037583e-4
CUP9	THI7	3.58561187874e-4	0
CUP9	TIM17	-1.79196046294e-4	0
CUP9	TIP1	-7.41742341191e-4	0
CUP9	TIR1	2.89629146886e-4	0
CUP9	TIR3	0.00211504668357	0
CUP9	TIS11	-2.07599433955e-4	0
CUP9	TKL2	-6.09698080534e-4	0
CUP9	TMA10	0.00112105523127	0
CUP9	TMA64	-7.93015553339e-5	0
CUP9	TMT1	9.2048064109e-4	0
CUP9	TOF1	-8.71752331178e-5	0
CUP9	TOS2	-9.60297377717e-5	0
CUP9	TOS3	4.99225861585e-4	0
CUP9	TOS4	-3.37236637823e-4	0
CUP9	TOS6	-3.15293896668e-4	0
CUP9	TOS8	2.29985524912e-4	0
CUP9	TPK3	-1.14614517172e-4	0
CUP9	TPN1	-1.3061060673e-4	0
CUP9	TPO3	2.80080311879e-4	0
CUP9	TPS1	8.02871718943e-5	0
CUP9	TPS3	1.54640315584e-4	0
CUP9	TRE1	2.01475906506e-4	0
CUP9	TRM13	-1.64152473515e-4	0
CUP9	TRP4	1.22461560295e-4	0
CUP9	TRS120	-1.03865248701e-4	0
CUP9	TSA2	2.15384176388e-4	0
CUP9	TSC3	-1.40598469537e-4	0
CUP9	TUB1	-8.8574573287e-5	0
CUP9	TUB4	-1.24479394335e-5	0
CUP9	TWF1	-8.56900506385e-5	0
CUP9	TYR1	-9.35311364057e-5	0
CUP9	UBP11	4.40126701074e-5	0
CUP9	UBP9	-1.21388609791e-4	0
CUP9	UCC1	9.56616012936e-5	0
CUP9	UGA1	-2.95149343939e-5	0
CUP9	UGA2	2.64713130876e-5	0
CUP9	UGA4	-2.53091479419e-4	0
CUP9	UGP1	2.25079459975e-4	0
CUP9	UIP4	8.55118217725e-4	0
CUP9	ULI1	-7.00477635039e-5	0
CUP9	UNG1	-1.45823832635e-4	0
CUP9	UPC2	-1.63048611266e-4	0
CUP9	URC2	-9.53200960622e-5	0
CUP9	URH1	-2.07965242615e-4	0
CUP9	USV1	5.04070178963e-4	0
CUP9	UTH1	-1.06555415862e-4	0
CUP9	UTR4	3.97253889296e-4	0
CUP9	VHR1	-3.47737470404e-5	0
CUP9	VHT1	-1.51837038292e-4	0
CUP9	VPS34	-2.12569932941e-5	0
CUP9	VPS9	-7.25235465347e-5	-2.11048733816e-4
CUP9	WAR1	1.72630131946e-4	0
CUP9	WSC2	-3.54045538956e-5	0
CUP9	WTM1	2.92400795832e-4	0
CUP9	YAL037W	-1.35203909967e-4	0
CUP9	YAR028W	-1.5931570017e-4	0
CUP9	YAR029W	-1.90646860795e-4	0
CUP9	YAR068W	0.00184067056611	0
CUP9	YAT2	1.73497953105e-4	0
CUP9	YBL055C	-1.4533631896e-4	0
CUP9	YBL086C	2.90808544572e-4	0
CUP9	YBR063C	-1.18932345105e-4	0
CUP9	YBR071W	-1.1026344676e-4	0
CUP9	YBR085C-A	1.43437454736e-4	0
CUP9	YBR116C	-7.51646914942e-5	0
CUP9	YBR137W	-4.64292006919e-5	-2.67781027841e-4
CUP9	YBR285W	2.6559398725e-4	0
CUP9	YBT1	-4.09009674174e-5	0
CUP9	YCL049C	2.30283943955e-4	0
CUP9	YCR023C	0	-4.06405925999e-4
CUP9	YCR043C	-2.33735453147e-4	0
CUP9	YCR061W	3.79355427678e-4	0
CUP9	YCT1	-2.62543851246e-4	-0.0010942208295
CUP9	YDL187C	5.73136068071e-4	0
CUP9	YDL199C	5.16707141527e-5	0
CUP9	YDL211C	-7.41109944936e-5	0
CUP9	YDL241W	0.00112704802418	0
CUP9	YDR018C	1.04985860038e-5	0
CUP9	YDR034W-B	5.37172323079e-4	0
CUP9	YDR042C	-1.62355444051e-4	0
CUP9	YDR186C	2.6268586537e-4	0
CUP9	YDR210W	-2.70519509373e-4	0
CUP9	YDR391C	3.00388391634e-5	0
CUP9	YEH1	1.96751513935e-4	0
CUP9	YER121W	2.86613915414e-4	0
CUP9	YER156C	-5.98896961368e-5	0
CUP9	YER188W	-2.2104649101e-4	-3.38270466597e-4
CUP9	YFR006W	-1.39295457961e-4	-0.00204022359084
CUP9	YGL039W	-1.31024754984e-4	0
CUP9	YGL117W	-2.27050354633e-4	0
CUP9	YGP1	-9.09371096079e-4	0
CUP9	YGR035C	2.45697444804e-4	0
CUP9	YGR066C	0.00158398412677	0
CUP9	YGR125W	3.82925867381e-4	0
CUP9	YGR151C	-2.05413490626e-4	0
CUP9	YGR153W	-1.64894417154e-4	0
CUP9	YGR201C	4.7538594366e-5	0
CUP9	YGR250C	-2.03466287536e-5	0
CUP9	YGR266W	3.07598518042e-4	0
CUP9	YHB1	-4.10011558101e-4	0
CUP9	YHI9	6.95184561835e-5	0
CUP9	YHL044W	3.67368976308e-4	0
CUP9	YHR022C	-4.27547707299e-5	0
CUP9	YHR033W	3.66550440739e-4	0
CUP9	YHR127W	-6.0785056466e-5	0
CUP9	YIL029C	7.86031312441e-4	0
CUP9	YIL077C	-1.01756635033e-4	0
CUP9	YIL089W	-1.16943506537e-4	0
CUP9	YIL165C	2.08256583512e-7	0
CUP9	YIP3	-1.97189931692e-4	0
CUP9	YJL045W	1.41120295488e-4	0
CUP9	YJL163C	1.4435267672e-4	0
CUP9	YJL213W	-9.88078999192e-5	0
CUP9	YJL218W	-2.08055981865e-4	0
CUP9	YJR030C	-1.99035476858e-4	0
CUP9	YJR096W	1.98037385819e-5	0
CUP9	YJR154W	-1.83076487962e-4	0
CUP9	YKL033W-A	0	-0.00109332317168
CUP9	YKL091C	3.09007349282e-5	0
CUP9	YKL151C	1.78806287975e-4	0
CUP9	YKL162C-A	-1.94709491417e-4	0
CUP9	YKR011C	-1.22900579146e-4	-1.69791677617e-5
CUP9	YKR075C	6.42391464007e-4	0
CUP9	YLL053C	6.15955759086e-4	0
CUP9	YLR042C	-2.46510180364e-4	0
CUP9	YLR046C	1.47656540433e-4	0
CUP9	YLR108C	3.22332646996e-4	0
CUP9	YLR126C	-1.85934713094e-4	0
CUP9	YLR149C	1.31250164965e-4	0
CUP9	YLR152C	0	-0.00116902265564
CUP9	YLR177W	5.29226301161e-4	0
CUP9	YLR179C	-2.69885693625e-4	0
CUP9	YLR297W	7.61627440199e-4	0
CUP9	YML096W	-1.50113877963e-4	0
CUP9	YML122C	-6.73197508605e-5	0
CUP9	YML131W	0.00151656455224	0
CUP9	YMR085W	6.45546812708e-4	0
CUP9	YMR090W	1.30091006238e-4	0
CUP9	YMR103C	3.03953188584e-4	0
CUP9	YMR122W-A	-2.60197697196e-4	-8.64364773514e-5
CUP9	YMR144W	-2.25879783647e-4	0
CUP9	YMR173W-A	1.25736463097e-4	0
CUP9	YMR196W	3.04879805716e-4	0
CUP9	YMR206W	0.00192017373084	0
CUP9	YMR209C	4.60982792425e-5	0
CUP9	YMR244W	-1.6375230516e-4	0
CUP9	YMR262W	2.3848381061e-4	0
CUP9	YMR304C-A	-1.7525813618e-4	0
CUP9	YMR31	1.99515835523e-4	0
CUP9	YNL046W	-7.45481213931e-5	0
CUP9	YNL058C	9.23385998484e-4	0
CUP9	YNL115C	2.36751463843e-4	0
CUP9	YNL144C	3.24835780117e-4	0
CUP9	YNL193W	1.98138469135e-4	0
CUP9	YNL194C	0.00126664902265	0
CUP9	YNL195C	0.00100386921995	0
CUP9	YNL200C	1.96728500447e-4	0
CUP9	YNL234W	1.56636084942e-4	0
CUP9	YNL303W	-1.80851027215e-4	0
CUP9	YNR014W	8.18978927503e-4	0
CUP9	YNR068C	6.02491613419e-5	0
CUP9	YOL019W	-4.35008758423e-5	0
CUP9	YOR062C	-9.72013586825e-5	0
CUP9	YOR1	0	-9.13777954406e-4
CUP9	YOR203W	9.60426022275e-5	0
CUP9	YOR248W	-2.13307229304e-4	0
CUP9	YOR389W	1.32445397598e-4	0
CUP9	YOX1	-1.59671897999e-4	0
CUP9	YPC1	-1.16074810568e-4	-0.0022227023906
CUP9	YPL025C	-2.7476497917e-4	0
CUP9	YPL067C	-1.18733716354e-4	0
CUP9	YPL113C	-9.77269400241e-5	-0.0025213633166
CUP9	YPL247C	1.03095533149e-4	0
CUP9	YPL277C	1.31653847937e-4	0
CUP9	YPR015C	4.99967103958e-4	0
CUP9	YPR1	5.62490413381e-5	0
CUP9	YPR127W	2.05358132723e-4	0
CUP9	YPR195C	-2.93499171479e-4	0
CUP9	YPS1	-2.15346884291e-4	0
CUP9	YPS6	5.02993443416e-4	0
CUP9	YPT11	-1.34643591691e-4	0
CUP9	YRB30	-1.23468960705e-4	0
CUP9	YTP1	4.62254093735e-4	0
CUP9	ZDS2	-3.05788500181e-5	0
CUP9	ZEO1	3.25519539044e-5	0
CUP9	ZPS1	0.00203292595932	0
CUP9	ZRT1	-1.75015630451e-4	0
CUP9	ZRT3	-1.25730456645e-4	0
CUP9	ZTA1	5.81531340451e-5	0
